#"+ BPC(1331.49046) Scan stir_75_Ecoli-r002.d "
#Point,X(Minutes),Y(Counts)
1547,25.799,8.67425935710261
1548,25.815,4.99112125086018
1549,25.832,4.76496751728481
1550,25.848,2.47992339537411
1551,25.865,8.447140542099
1552,25.882,3.44409600128475
1553,25.898,0
1554,25.915,0
1555,25.932,4.91247551133865
1556,25.948,0
1557,25.965,0
1558,25.982,0
1559,25.998,2.22243138539745
1560,26.015,0
1561,26.031,0
1562,26.048,0
1563,26.065,0
1564,26.081,6.21339128180817
1565,26.098,3.94782092450591
1566,26.115,0
1567,26.131,0
1568,26.148,2.76668021214057
1569,26.164,3.87662237801259
1570,26.181,2.03792155921153
1571,26.198,0
1572,26.214,0
1573,26.231,0
1574,26.248,3.80213729261833
1575,26.264,0
1576,26.281,4.3708663838269
1577,26.298,2.78306924286832
1578,26.314,3.01819336353583
1579,26.331,2.71836988163131
1580,26.347,3.00572847481039
1581,26.364,3.85016128951359
1582,26.381,0
1583,26.397,0
1584,26.414,0
1585,26.431,1.97250006627937
1586,26.447,4.5104197333939
1587,26.464,0
1588,26.481,3.67786878403591
1589,26.497,6.02694135645755
1590,26.514,0
1591,26.530,0
1592,26.547,2.99097459654894
1593,26.564,3.5317972162842
1594,26.580,5.1814718069486
1595,26.597,0
1596,26.614,0
1597,26.630,0
1598,26.647,2.07278890440284
1599,26.663,2.76816534034772
1600,26.680,4.12555013000162
1601,26.697,0
1602,26.713,3.57477860673769
1603,26.730,0
1604,26.747,0
1605,26.763,2.70875321466161
1606,26.780,2.76834167483142
1607,26.797,0
1608,26.813,2.70530713503733
1609,26.830,0
1610,26.846,2.22071016490935
1611,26.863,0
1612,26.880,0
1613,26.896,2.58354789414754
1614,26.913,4.05890577141981
1615,26.930,0
1616,26.946,0
1617,26.963,0
1618,26.980,0
1619,26.996,3.4987899199999
1620,27.013,2.02119847260078
1621,27.029,2.66493241608651
1622,27.046,0
1623,27.063,0
1624,27.079,0
1625,27.096,2.53556028373304
1626,27.113,4.45923627038438
1627,27.129,0
1628,27.146,0
1629,27.162,0
1630,27.179,4.89333062453711
1631,27.196,0
1632,27.212,0
1633,27.229,0
1634,27.246,0
1635,27.262,0
1636,27.279,5.33565476095045
1637,27.296,2.63823985359065
1638,27.312,0
1639,27.329,2.03170143027307
1640,27.345,2.42768444452645
1641,27.362,0
1642,27.379,0
1643,27.395,0
1644,27.412,0
1645,27.429,2.24091795679319
1646,27.445,0
1647,27.462,0
1648,27.479,0
1649,27.495,0
1650,27.512,0
1651,27.528,0
1652,27.545,0
1653,27.562,0
1654,27.578,0
1655,27.595,0
1656,27.612,0
1657,27.628,0
1658,27.645,2.09631360390425
1659,27.661,0
1660,27.678,0
1661,27.695,2.76093954506017
1662,27.711,0
1663,27.728,0
1664,27.745,2.27621704157356
1665,27.761,0
1666,27.778,0
1667,27.795,3.12791203804508
1668,27.811,0
1669,27.828,0
1670,27.844,0
1671,27.861,2.19066794696324
1672,27.878,0
1673,27.894,0
1674,27.911,2.80029740182166
1675,27.928,0
1676,27.944,0
1677,27.961,5.45008296565448
1678,27.978,0
1679,27.994,0
1680,28.011,0
1681,28.027,2.43672004738796
1682,28.044,0
1683,28.061,0
1684,28.077,0
1685,28.094,0
1686,28.111,0
1687,28.127,0
1688,28.144,0
1689,28.160,2.62498453854464
1690,28.177,0
1691,28.194,0
1692,28.210,2.41344949345988
1693,28.227,0
1694,28.244,0
1695,28.260,0
1696,28.277,3.44760113896626
1697,28.294,0
1698,28.310,0
1699,28.327,4.6780217416052
1700,28.343,4.45271777230366
1701,28.360,0
1702,28.377,0
1703,28.393,0
1704,28.410,0
1705,28.427,1.86054376315119
1706,28.443,0
1707,28.460,2.61208077288199
1708,28.477,2.55095484395193
1709,28.493,0
1710,28.510,0
1711,28.526,0
1712,28.543,0
1713,28.560,1.9357176726159
1714,28.576,0
1715,28.593,2.76237597136229
1716,28.610,0
1717,28.626,0
1718,28.643,0
1719,28.659,0
1720,28.676,0
1721,28.693,0
1722,28.709,0
1723,28.726,0
1724,28.743,0
1725,28.759,4.37523919912662
1726,28.776,2.67421376764117
1727,28.793,2.99215575769371
1728,28.809,5.39408361196794
1729,28.826,1.96529890184034
1730,28.842,0
1731,28.859,0
1732,28.876,0
1733,28.892,0
1734,28.909,0
1735,28.926,0
1736,28.942,0
1737,28.959,0
1738,28.976,2.14219905536665
1739,28.992,0
1740,29.009,0
1741,29.025,0
1742,29.042,0
1743,29.059,2.71753607142982
1744,29.075,2.52212331617922
1745,29.092,0
1746,29.109,0
1747,29.125,4.71530500917118
1748,29.142,2.04486941776525
1749,29.158,9.31779793317624
1750,29.175,3.55961691999569
1751,29.192,0
1752,29.208,3.33337977741057
1753,29.225,3.07082220951967
1754,29.242,6.67593398610157
1755,29.258,2.36534544630694
1756,29.275,10.9814902756067
1757,29.292,0
1758,29.308,0
1759,29.325,0
1760,29.341,2.11094950599922
1761,29.358,3.36451708847965
1762,29.375,2.88228090121319
1763,29.391,2.39992211949616
1764,29.408,0
1765,29.425,6.44109172071197
1766,29.441,6.44894504284469
1767,29.458,3.45429261277861
1768,29.474,2.852377651634
1769,29.491,4.83803604899335
1770,29.508,0
1771,29.524,0
1772,29.541,3.80086488537564
1773,29.558,0
1774,29.574,7.979325156847
1775,29.591,6.68662209498175
1776,29.608,7.19343427114767
1777,29.624,0
1778,29.641,0
1779,29.657,0
1780,29.674,2.68888283741284
1781,29.691,0
1782,29.707,0
1783,29.724,0
1784,29.741,5.22098360651333
1785,29.757,0
1786,29.774,4.43055700603886
1787,29.791,6.59988512172252
1788,29.807,8.395124108576
1789,29.824,4.57890636748635
1790,29.840,0
1791,29.857,3.75734385542283
1792,29.874,2.32142150605368
1793,29.890,2.96959585972454
1794,29.907,0
1795,29.924,0
1796,29.940,3.25936883585026
1797,29.957,0
1798,29.973,5.41103747283553
1799,29.990,0
1800,30.007,3.03364474264391
1801,30.023,0
1802,30.040,0
1803,30.057,2.76779643741198
1804,30.073,0
1805,30.090,0
1806,30.107,0
1807,30.123,0
1808,30.140,0
1809,30.156,2.63577089092287
1810,30.173,0
1811,30.190,0
1812,30.206,0
1813,30.223,2.76824567050141
1814,30.240,6.04633143216024
1815,30.256,0
1816,30.273,0
1817,30.290,0
1818,30.306,0
1819,30.323,0
1820,30.339,0
1821,30.356,2.75203045519331
1822,30.373,0
1823,30.389,0
1824,30.406,0
1825,30.423,0
1826,30.439,0
1827,30.456,0
1828,30.472,0
1829,30.489,0
1830,30.506,0
1831,30.522,0
1832,30.539,0
1833,30.556,0
1834,30.572,0
1835,30.589,0
1836,30.606,0
1837,30.622,0
1838,30.639,0
1839,30.655,0
1840,30.672,0
1841,30.689,4.89562633157726
1842,30.705,0
1843,30.722,0
1844,30.739,0
1845,30.755,0
1846,30.772,0
1847,30.789,0
1848,30.805,2.62627038079561
1849,30.822,0
1850,30.838,0
1851,30.855,2.92101095123352
1852,30.872,0
1853,30.888,0
1854,30.905,0
1855,30.922,0
1856,30.938,0
1857,30.955,0
1858,30.972,0
1859,30.988,0
1860,31.005,0
1861,31.021,0
1862,31.038,0
1863,31.055,0
1864,31.071,0
1865,31.088,2.00407415506561
1866,31.105,0
1867,31.121,0
1868,31.138,0
1869,31.154,0
1870,31.171,0
1871,31.188,0
1872,31.204,0
1873,31.221,0
1874,31.238,0
1875,31.254,1.84845239564559
1876,31.271,0
1877,31.288,0
1878,31.304,0
1879,31.321,0
1880,31.337,2.67336512295137
1881,31.354,0
1882,31.371,1.88711051239241
1883,31.387,2.75825646194789
1884,31.404,2.4310723057815
1885,31.421,2.06413312042129
1886,31.437,0
1887,31.454,0
1888,31.471,0
1889,31.487,0
1890,31.504,2.3109142099933
1891,31.520,0
1892,31.537,0
1893,31.554,0
1894,31.570,0
1895,31.587,3.19397505262269
1896,31.604,0
1897,31.620,0
1898,31.637,0
1899,31.653,0
1900,31.670,0
1901,31.687,0
1902,31.703,0
1903,31.720,3.43133694185714
1904,31.737,2.02439222597576
1905,31.753,2.50924754011716
1906,31.770,0
1907,31.787,0
1908,31.803,0
1909,31.820,1.97202228379735
1910,31.836,0
1911,31.853,0
1912,31.870,0
1913,31.886,0
1914,31.903,4.47075399102595
1915,31.920,0
1916,31.936,0
1917,31.953,0
1918,31.970,0
1919,31.986,0
1920,32.003,0
1921,32.019,0
1922,32.036,0
1923,32.053,0
1924,32.069,0
1925,32.086,0
1926,32.103,0
1927,32.119,0
1928,32.136,0
1929,32.152,3.31243320001924
1930,32.169,0
1931,32.186,0
1932,32.202,0
1933,32.219,0
1934,32.236,2.28467619861098
1935,32.252,2.84423715619926
1936,32.269,0
1937,32.286,0
1938,32.302,0
1939,32.319,0
1940,32.335,0
1941,32.352,2.17937540265839
1942,32.369,1.87191075979361
1943,32.385,0
1944,32.402,0
1945,32.419,0
1946,32.435,0
1947,32.452,0
1948,32.469,0
1949,32.485,0
1950,32.502,0
1951,32.518,0
1952,32.535,0
1953,32.552,0
1954,32.568,0
1955,32.585,0
1956,32.602,0
1957,32.618,0
1958,32.635,0
1959,32.651,2.40614336801864
1960,32.668,0
1961,32.685,0
1962,32.701,0
1963,32.718,0
1964,32.735,0
1965,32.751,0
1966,32.768,0
1967,32.785,0
1968,32.801,0
1969,32.818,0
1970,32.834,0
1971,32.851,0
1972,32.868,0
1973,32.884,0
1974,32.901,0
1975,32.918,0
1976,32.934,3.54255669864587
1977,32.951,0
1978,32.968,0
1979,32.984,0
1980,33.001,0
1981,33.017,0
1982,33.034,0
1983,33.051,0
1984,33.067,0
1985,33.084,0
1986,33.101,3.70088939083075
1987,33.117,0
1988,33.134,0
1989,33.150,0
1990,33.167,4.19151238201712
1991,33.184,0
1992,33.200,0
1993,33.217,0
1994,33.234,0
1995,33.250,2.37889213309507
1996,33.267,1.93886216429385
1997,33.284,0
1998,33.300,0
1999,33.317,0
2000,33.333,0
2001,33.350,0
2002,33.367,0
2003,33.383,0
2004,33.400,0
2005,33.417,0
2006,33.433,0
2007,33.450,0
2008,33.467,0
2009,33.483,0
2010,33.500,3.3215712448189
2011,33.516,0
2012,33.533,0
2013,33.550,0
2014,33.566,0
2015,33.583,0
2016,33.600,0
2017,33.616,0
2018,33.633,0
2019,33.649,0
2020,33.666,0
2021,33.683,2.26592820434576
2022,33.699,0
2023,33.716,0
2024,33.733,0
2025,33.749,0
2026,33.766,2.56965665537618
2027,33.783,0
2028,33.799,0
2029,33.816,0
2030,33.832,0
2031,33.849,0
2032,33.866,0
2033,33.882,0
2034,33.899,0
2035,33.916,0
2036,33.932,0
2037,33.949,0
2038,33.966,0
2039,33.982,0
2040,33.999,0
2041,34.015,0
2042,34.032,0
2043,34.049,0
2044,34.065,2.92301136798747
2045,34.082,0
2046,34.099,0
2047,34.115,2.1503541053937
2048,34.132,0
2049,34.148,0
2050,34.165,0
2051,34.182,0
2052,34.198,0
2053,34.215,0
2054,34.232,0
2055,34.248,0
2056,34.265,0
2057,34.282,1.87160427366718
2058,34.298,0
2059,34.315,0
2060,34.331,0
2061,34.348,0
2062,34.365,0
2063,34.381,2.19915621318528
2064,34.398,0
2065,34.415,0
2066,34.431,0
2067,34.448,0
2068,34.465,0
2069,34.481,0
2070,34.498,0
2071,34.514,0
2072,34.531,1.91692573467775
2073,34.548,0
2074,34.564,0
2075,34.581,0
2076,34.598,0
2077,34.614,0
2078,34.631,2.06404929156753
2079,34.647,0
2080,34.664,0
2081,34.681,0
2082,34.697,1.90534979566696
2083,34.714,0
2084,34.731,0
2085,34.747,2.40984639217631
2086,34.764,0
2087,34.781,0
2088,34.797,0
2089,34.814,0
2090,34.830,0
2091,34.847,0
2092,34.864,0
2093,34.880,0
2094,34.897,0
2095,34.914,0
2096,34.930,0
2097,34.947,0
2098,34.963,0
2099,34.980,0
2100,34.997,0
2101,35.013,0
2102,35.030,0
2103,35.047,0
2104,35.063,0
2105,35.080,0
2106,35.097,3.00271511441119
2107,35.113,0
2108,35.130,0
2109,35.146,0
2110,35.163,0
2111,35.180,0
2112,35.196,0
2113,35.213,0
2114,35.230,0
2115,35.246,0
2116,35.263,0
2117,35.280,0
2118,35.296,0
2119,35.313,0
2120,35.329,0
2121,35.346,0
2122,35.363,0
2123,35.379,0
2124,35.396,0
2125,35.413,0
2126,35.429,0
2127,35.446,0
2128,35.462,0
2129,35.479,3.34187182222869
2130,35.496,0
2131,35.512,0
2132,35.529,0
2133,35.546,0
2134,35.562,0
2135,35.579,0
2136,35.596,0
2137,35.612,0
2138,35.629,0
2139,35.645,0
2140,35.662,0
2141,35.679,0
2142,35.695,0
2143,35.712,0
2144,35.729,0
2145,35.745,0
2146,35.762,0
2147,35.779,0
2148,35.795,0
2149,35.812,0
2150,35.828,0
2151,35.845,0
2152,35.862,0
2153,35.878,0
2154,35.895,0
2155,35.912,0
2156,35.928,0
2157,35.945,0
2158,35.961,0
2159,35.978,0
2160,35.995,0
2161,36.011,0
2162,36.028,0
2163,36.045,0
2164,36.061,2.70378254149335
2165,36.078,0
2166,36.095,0
2167,36.111,0
2168,36.128,0
2169,36.144,0
2170,36.161,0
2171,36.178,0
2172,36.194,2.59602929673733
2173,36.211,0
2174,36.228,0
2175,36.244,0
2176,36.261,0
2177,36.278,0
2178,36.294,0
2179,36.311,0
2180,36.327,0
2181,36.344,0
2182,36.361,0
2183,36.377,0
2184,36.394,0
2185,36.411,0
2186,36.427,0
2187,36.444,0
2188,36.460,0
2189,36.477,2.00148637654334
2190,36.494,0
2191,36.510,0
2192,36.527,0
2193,36.544,0
2194,36.560,0
2195,36.577,0
2196,36.594,0
2197,36.610,0
2198,36.627,0
2199,36.643,2.39419488742404
2200,36.660,0
2201,36.677,0
2202,36.693,0
2203,36.710,0
2204,36.727,0
2205,36.743,0
2206,36.760,0
2207,36.777,0
2208,36.793,0
2209,36.810,0
2210,36.826,0
2211,36.843,2.27807051292443
2212,36.860,0
2213,36.876,0
2214,36.893,0
2215,36.910,0
2216,36.926,0
2217,36.943,0
2218,36.959,0
2219,36.976,0
2220,36.993,0
2221,37.009,0
2222,37.026,0
2223,37.043,0
2224,37.059,0
2225,37.076,0
2226,37.093,0
2227,37.109,0
2228,37.126,0
2229,37.142,0
2230,37.159,0
2231,37.176,0
2232,37.192,2.32156943109278
2233,37.209,0
2234,37.226,0
2235,37.242,0
2236,37.259,0
2237,37.276,0
2238,37.292,0
2239,37.309,0
2240,37.325,0
2241,37.342,0
2242,37.359,0
2243,37.375,0
2244,37.392,0
2245,37.409,0
2246,37.425,0
2247,37.442,0
2248,37.458,0
2249,37.475,0
2250,37.492,1.96427938063895
2251,37.508,0
2252,37.525,0
2253,37.542,0
2254,37.558,0
2255,37.575,0
2256,37.592,0
2257,37.608,2.19187121989248
2258,37.625,0
2259,37.641,0
2260,37.658,0
2261,37.675,0
2262,37.691,0
2263,37.708,0
2264,37.725,0
2265,37.741,0
2266,37.758,0
2267,37.775,0
2268,37.791,0
2269,37.808,0
2270,37.824,0
2271,37.841,0
2272,37.858,0
2273,37.874,0
2274,37.891,0
2275,37.908,0
2276,37.924,0
2277,37.941,0
2278,37.957,0
2279,37.974,0
2280,37.991,0
2281,38.007,0
2282,38.024,0
2283,38.041,0
2284,38.057,0
2285,38.074,0
2286,38.091,0
2287,38.107,0
2288,38.124,0
2289,38.140,0
2290,38.157,0
2291,38.174,0
2292,38.190,0
2293,38.207,0
2294,38.224,0
2295,38.240,0
2296,38.257,0
2297,38.274,1.90919878559169
2298,38.290,0
2299,38.307,0
2300,38.323,0
2301,38.340,0
2302,38.357,0
2303,38.373,0
2304,38.390,0
2305,38.407,0
2306,38.423,0
2307,38.440,0
2308,38.456,0
2309,38.473,0
2310,38.490,0
2311,38.506,2.41290369624844
2312,38.523,0
2313,38.540,0
2314,38.556,0
2315,38.573,0
2316,38.590,0
2317,38.606,0
2318,38.623,0
2319,38.639,0
2320,38.656,0
2321,38.673,0
2322,38.689,0
2323,38.706,0
2324,38.723,0
2325,38.739,0
2326,38.756,0
2327,38.773,0
2328,38.789,0
2329,38.806,0
2330,38.822,0
2331,38.839,0
2332,38.856,0
2333,38.872,2.56003187142231
2334,38.889,0
2335,38.906,0
2336,38.922,0
2337,38.939,0
2338,38.955,0
2339,38.972,0
2340,38.989,0
2341,39.005,0
2342,39.022,0
2343,39.039,0
2344,39.055,0
2345,39.072,0
2346,39.089,0
2347,39.105,0
2348,39.122,0
2349,39.138,0
2350,39.155,0
2351,39.172,0
2352,39.188,0
2353,39.205,0
2354,39.222,0
2355,39.238,0
2356,39.255,0
2357,39.272,0
2358,39.288,0
2359,39.305,0
2360,39.321,0
2361,39.338,0
2362,39.355,0
2363,39.371,0
2364,39.388,0
2365,39.405,0
2366,39.421,0
2367,39.438,2.38062161051535
2368,39.454,0
2369,39.471,0
2370,39.488,0
2371,39.504,0
2372,39.521,2.45518226783119
2373,39.538,0
2374,39.554,0
2375,39.571,0
2376,39.588,0
2377,39.604,0
2378,39.621,0
2379,39.637,0
2380,39.654,0
2381,39.671,0
2382,39.687,0
2383,39.704,0
2384,39.721,0
2385,39.737,0
2386,39.754,0
2387,39.771,0
2388,39.787,0
2389,39.804,0
2390,39.820,0
2391,39.837,0
2392,39.854,0
2393,39.870,0
2394,39.887,0
2395,39.904,0
2396,39.920,0
2397,39.937,0
2398,39.953,0
2399,39.970,0
2400,39.987,2.08110545442527
2401,40.003,0
2402,40.020,0
2403,40.037,0
2404,40.053,0
2405,40.070,0
2406,40.087,0
2407,40.103,0
2408,40.120,0
2409,40.136,0
2410,40.153,0
2411,40.170,0
2412,40.186,1.93618551878971
2413,40.203,0
2414,40.220,0
2415,40.236,0
2416,40.253,0
2417,40.270,0
2418,40.286,0
2419,40.303,0
2420,40.319,0
2421,40.336,0
2422,40.353,0
2423,40.369,0
2424,40.386,0
2425,40.403,0
2426,40.419,0
2427,40.436,0
2428,40.452,0
2429,40.469,0
2430,40.486,0
2431,40.502,0
2432,40.519,0
2433,40.536,0
2434,40.552,0
2435,40.569,0
2436,40.586,2.71174586275637
2437,40.602,0
2438,40.619,0
2439,40.635,0
2440,40.652,0
2441,40.669,0
2442,40.685,0
2443,40.702,0
2444,40.719,0
2445,40.735,0
2446,40.752,0
2447,40.769,0
2448,40.785,0
2449,40.802,0
2450,40.818,0
2451,40.835,0
2452,40.852,0
2453,40.868,0
2454,40.885,0
2455,40.902,0
2456,40.918,0
2457,40.935,0
2458,40.951,0
2459,40.968,0
2460,40.985,0
2461,41.001,0
2462,41.018,0
2463,41.035,0
2464,41.051,0
2465,41.068,0
2466,41.085,0
2467,41.101,0
2468,41.118,0
2469,41.134,0
2470,41.151,0
2471,41.168,0
2472,41.184,0
2473,41.201,0
2474,41.218,0
2475,41.234,0
2476,41.251,0
2477,41.268,0
2478,41.284,0
2479,41.301,0
2480,41.317,0
2481,41.334,0
2482,41.351,0
2483,41.367,0
2484,41.384,0
2485,41.401,0
2486,41.417,0
2487,41.434,0
2488,41.450,0
2489,41.467,0
2490,41.484,0
2491,41.500,0
2492,41.517,0
2493,41.534,0
2494,41.550,0
2495,41.567,0
2496,41.584,0
2497,41.600,0
2498,41.617,0
2499,41.633,0
2500,41.650,0
2501,41.667,0
2502,41.683,0
2503,41.700,0
2504,41.717,0
2505,41.733,0
2506,41.750,0
2507,41.767,0
2508,41.783,0
2509,41.800,0
2510,41.816,0
2511,41.833,0
2512,41.850,0
2513,41.866,0
2514,41.883,0
2515,41.900,0
2516,41.916,0
2517,41.933,2.29234758833988
2518,41.949,0
2519,41.966,0
2520,41.983,0
2521,41.999,0
2522,42.016,0
2523,42.033,0
2524,42.049,0
2525,42.066,0
2526,42.083,0
2527,42.099,0
2528,42.116,0
2529,42.132,0
2530,42.149,0
2531,42.166,0
2532,42.182,0
2533,42.199,0
2534,42.216,0
2535,42.232,0
2536,42.249,0
2537,42.265,0
2538,42.282,0
2539,42.299,0
2540,42.315,0
2541,42.332,0
2542,42.349,0
2543,42.365,0
2544,42.382,0
2545,42.399,0
2546,42.415,0
2547,42.432,0
2548,42.448,0
2549,42.465,0
2550,42.482,0
2551,42.498,0
2552,42.515,0
2553,42.532,0
2554,42.548,0
2555,42.565,0
2556,42.582,0
2557,42.598,0
2558,42.615,0
2559,42.631,0
2560,42.648,0
2561,42.665,0
2562,42.681,0
2563,42.698,0
2564,42.715,0
2565,42.731,0
2566,42.748,0
2567,42.764,0
2568,42.781,0
2569,42.798,0
2570,42.814,0
2571,42.831,0
2572,42.848,0
2573,42.864,0
2574,42.881,0
2575,42.898,0
2576,42.914,0
2577,42.931,2.2631793456721
2578,42.947,0
2579,42.964,0
2580,42.981,0
2581,42.997,0
2582,43.014,0
2583,43.031,0
2584,43.047,0
2585,43.064,0
2586,43.081,0
2587,43.097,0
2588,43.114,0
2589,43.130,0
2590,43.147,0
2591,43.164,0
2592,43.180,0
2593,43.197,0
2594,43.214,0
2595,43.230,0
2596,43.247,0
2597,43.263,0
2598,43.280,0
2599,43.297,0
2600,43.313,0
2601,43.330,0
2602,43.347,0
2603,43.363,0
2604,43.380,0
2605,43.397,0
2606,43.413,0
2607,43.430,0
2608,43.446,2.45653052689147
2609,43.463,0
2610,43.480,0
2611,43.496,0
2612,43.513,0
2613,43.530,0
2614,43.546,0
2615,43.563,0
2616,43.580,0
2617,43.596,0
2618,43.613,0
2619,43.629,2.61195370009533
2620,43.646,0
2621,43.663,2.70268450946232
2622,43.679,0
2623,43.696,0
2624,43.713,0
2625,43.729,0
2626,43.746,0
2627,43.762,0
2628,43.779,0
2629,43.796,0
2630,43.812,0
2631,43.829,0
2632,43.846,0
2633,43.862,0
2634,43.879,0
2635,43.896,0
2636,43.912,0
2637,43.929,0
2638,43.945,0
2639,43.962,0
2640,43.979,0
2641,43.995,0
2642,44.012,0
2643,44.029,0
2644,44.045,0
2645,44.062,0
2646,44.079,0
2647,44.095,0
2648,44.112,0
2649,44.128,0
2650,44.145,0
2651,44.162,0
2652,44.178,0
2653,44.195,0
2654,44.212,0
2655,44.228,0
2656,44.245,0
2657,44.261,0
2658,44.278,0
2659,44.295,1.88580031918893
2660,44.311,0
2661,44.328,0
2662,44.345,0
2663,44.361,0
2664,44.378,0
2665,44.395,0
2666,44.411,0
2667,44.428,2.02702632728701
2668,44.444,0
2669,44.461,0
2670,44.478,0
2671,44.494,0
2672,44.511,0
2673,44.528,0
2674,44.544,0
2675,44.561,0
2676,44.578,0
2677,44.594,0
2678,44.611,0
2679,44.627,0
2680,44.644,0
2681,44.661,0
2682,44.677,0
2683,44.694,0
2684,44.711,0
2685,44.727,0
2686,44.744,0
2687,44.760,0
2688,44.777,0
2689,44.794,0
2690,44.810,0
2691,44.827,0
2692,44.844,0
2693,44.860,0
2694,44.877,0
2695,44.894,0
2696,44.910,0
2697,44.927,0
2698,44.943,0
2699,44.960,0
2700,44.977,0
2701,44.993,0
2702,45.010,0
2703,45.027,0
2704,45.043,0
2705,45.060,0
2706,45.077,0
2707,45.093,0
2708,45.110,0
2709,45.126,0
2710,45.143,0
2711,45.160,0
2712,45.176,0
2713,45.193,0
2714,45.210,0
2715,45.226,0
2716,45.243,0
2717,45.259,0
2718,45.276,0
2719,45.293,0
2720,45.309,0
2721,45.326,0
2722,45.343,0
2723,45.359,0
2724,45.376,0
2725,45.393,0
2726,45.409,0
2727,45.426,0
2728,45.442,0
2729,45.459,0
2730,45.476,0
2731,45.492,0
2732,45.509,0
2733,45.526,0
2734,45.542,0
2735,45.559,0
2736,45.576,0
2737,45.592,0
2738,45.609,0
2739,45.625,0
2740,45.642,0
2741,45.659,0
2742,45.675,0
2743,45.692,0
2744,45.709,0
2745,45.725,0
2746,45.742,0
2747,45.758,0
2748,45.775,0
2749,45.792,0
2750,45.808,0
2751,45.825,0
2752,45.842,0
2753,45.858,0
2754,45.875,0
2755,45.892,0
2756,45.908,0
2757,45.925,0
2758,45.941,0
2759,45.958,0
2760,45.975,0
2761,45.991,0
2762,46.008,0
2763,46.025,0
2764,46.041,0
2765,46.058,0
2766,46.075,0
2767,46.091,0
2768,46.108,0
2769,46.124,0
2770,46.141,0
2771,46.158,0
2772,46.174,0
2773,46.191,0
2774,46.208,0
2775,46.224,0
2776,46.241,0
2777,46.257,0
2778,46.274,0
2779,46.291,0
2780,46.307,0
2781,46.324,0
2782,46.341,0
2783,46.357,0
2784,46.374,0
2785,46.391,0
2786,46.407,0
2787,46.424,0
2788,46.440,0
2789,46.457,0
2790,46.474,0
2791,46.490,0
2792,46.507,0
2793,46.524,0
2794,46.540,0
2795,46.557,0
2796,46.574,0
2797,46.590,0
2798,46.607,0
2799,46.623,0
2800,46.640,0
2801,46.657,0
2802,46.673,0
2803,46.690,0
2804,46.707,0
2805,46.723,0
2806,46.740,0
2807,46.756,0
2808,46.773,0
2809,46.790,0
2810,46.806,0
2811,46.823,0
2812,46.840,0
2813,46.856,0
2814,46.873,0
2815,46.890,0
2816,46.906,0
2817,46.923,0
2818,46.939,0
2819,46.956,0
2820,46.973,0
2821,46.989,0
2822,47.006,0
2823,47.023,0
2824,47.039,0
2825,47.056,0
2826,47.073,0
2827,47.089,0
2828,47.106,0
2829,47.122,0
2830,47.139,0
2831,47.156,0
2832,47.172,0
2833,47.189,0
2834,47.206,0
2835,47.222,0
2836,47.239,0
2837,47.255,0
2838,47.272,0
2839,47.289,0
2840,47.305,0
2841,47.322,0
2842,47.339,0
2843,47.355,0
2844,47.372,0
2845,47.389,0
2846,47.405,0
2847,47.422,0
2848,47.438,0
2849,47.455,0
2850,47.472,0
2851,47.488,0
2852,47.505,0
2853,47.522,0
2854,47.538,0
2855,47.555,0
2856,47.572,0
2857,47.588,0
2858,47.605,0
2859,47.621,0
2860,47.638,0
2861,47.655,0
2862,47.671,0
2863,47.688,0
2864,47.705,0
2865,47.721,0
2866,47.738,2.42589674873695
2867,47.754,0
2868,47.771,0
2869,47.788,0
2870,47.804,0
2871,47.821,0
2872,47.838,0
2873,47.854,0
2874,47.871,0
2875,47.888,0
2876,47.904,0
2877,47.921,0
2878,47.937,0
2879,47.954,0
2880,47.971,0
2881,47.987,0
2882,48.004,0
2883,48.021,0
2884,48.037,0
2885,48.054,0
2886,48.071,0
2887,48.087,0
2888,48.104,0
2889,48.120,0
2890,48.137,0
2891,48.154,0
2892,48.170,0
2893,48.187,0
2894,48.204,0
2895,48.220,0
2896,48.237,0
2897,48.253,0
2898,48.270,0
2899,48.287,0
2900,48.303,0
2901,48.320,0
2902,48.337,0
2903,48.353,0
2904,48.370,0
2905,48.387,0
2906,48.403,0
2907,48.420,0
2908,48.436,0
2909,48.453,0
2910,48.470,0
2911,48.486,0
2912,48.503,0
2913,48.520,0
2914,48.536,0
2915,48.553,0
2916,48.570,0
2917,48.586,0
2918,48.603,0
2919,48.619,0
2920,48.636,0
2921,48.653,0
2922,48.669,0
2923,48.686,0
2924,48.703,0
2925,48.719,0
2926,48.736,0
2927,48.752,0
2928,48.769,0
2929,48.786,0
2930,48.802,0
2931,48.819,0
2932,48.836,0
2933,48.852,0
2934,48.869,0
2935,48.886,0
2936,48.902,0
2937,48.919,0
2938,48.935,0
2939,48.952,0
2940,48.969,0
2941,48.985,0
2942,49.002,0
2943,49.019,0
2944,49.035,0
2945,49.052,0
2946,49.069,0
2947,49.085,0
2948,49.102,1.95915238555142
2949,49.118,0
2950,49.135,0
2951,49.152,0
2952,49.168,0
2953,49.185,0
2954,49.202,0
2955,49.218,0
2956,49.235,0
2957,49.251,0
2958,49.268,0
2959,49.285,0
2960,49.301,0
2961,49.318,0
2962,49.335,0
2963,49.351,0
2964,49.368,0
2965,49.385,0
2966,49.401,0
2967,49.418,0
2968,49.434,0
2969,49.451,0
2970,49.468,0
2971,49.484,0
2972,49.501,0
2973,49.518,0
2974,49.534,0
2975,49.551,0
2976,49.567,0
